At_gene	NAME	root1_log_fold	root3_log_fold	root5_log_fold	shoot1_log_fold	shoot3_log_fold	shoot5_log_fold
AT5G07110	PRA1 family protein B6	0	0	0	0	0	0
AT5G07120	Sorting nexin 2B	0	0	0	0	0	0
AT5G07130	Laccase-13	0	0	0	0	0	0
AT5G07140	Protein kinase family protein	0	0	0	0.8867688035	0	0
AT5G07170	Cell cycle regulated microtubule associated protein	0	0	0	3.0697732725	0	0
AT5G07180	LRR receptor-like serine/threonine-protein kinase ERL2	0	0	0	0	0	0
AT5G07190	Embryo-specific protein ATS3	0	0	0	0	0	0
AT5G07200	Gibberellin 20 oxidase 3	0	0	0	-0.249270447777778	0	-1.64848930633333
AT5G07210	response regulator 21	0	0	0	0	0	0
AT5G07220	BAG family molecular chaperone regulator 3	0	1.3474347925	0	0	0	-0.5457928865
AT5G07225	RING/U-box superfamily protein	0	0	0	0	0	0
AT5G07240	IQ-domain 24	0	-0.606852137	0	0	-0.283808553	-1.86348255275
AT5G07250	Rhomboid-like protein	0	0	0	0	0.5960769085	0
AT5G07270	E3 ubiquitin-protein ligase XBAT33	0	0.285321737333333	0	0	0	0.324686358
AT5G07280	Leucine-rich repeat receptor protein kinase EMS1	0	0	0	0	0	0
AT5G07290	Protein MEI2-like 4	0	1.8888602225	0	0	0	0
AT5G07300	Protein BONZAI 2	0	0	0	0	0	0
AT5G07310	Ethylene-responsive transcription factor ERF115	4.0529784606	4.4335187308	1.7627969688	1.9599061444	0	1.5457315762
AT5G07320	APC3	0	0	0	0	0	0
AT5G07350	TUDOR-SN protein 1	0	-0.1815453188	0	0	0	0
AT5G07360	Amidase family protein	1.1536231895	1.5440329455	0	0	0	0
AT5G07370	Inositol polyphosphate multikinase	1.5114915825	2.738180468	1.751512017	0	0	1.088528456
AT5G07380	Putative uncharacterized protein	0	0	1.289234532	0	0	1.905359477
AT5G07390	Respiratory burst oxidase homolog protein A	0	0.541044187	0	-0.5532105268	0	0
AT5G07400	At5g07400	0	0	0	0	0	0
AT5G07420	Pectinesterase	0	0	0	0	0	0
AT5G07430	Probable pectinesterase 50	0	3.02324169075	0	0	0	0
AT5G07440	Glutamate dehydrogenase	2.56952857	5.27431554157143	0.972906927	0.646449871	1.426184185	2.781304863
AT5G07450	Cyclin-U4-2	0	0	0	0	0	0
AT5G07460	PMSR2	2.43165012925	0.8469393	0	0	0	2.157240834
AT5G07475	At5g07475	0	0.43116753725	0	0	0	0
AT5G07480	KAR-UP oxidoreductase 1	0	0	0	0	0	0
AT5G07490	Putative uncharacterized protein	0	0	0	0	0	0
AT5G07500	Zinc finger CCCH domain-containing protein 54	0	0	0	0	0	0
AT5G07580	Ethylene-responsive transcription factor ERF106	0	0	0	0	0	0
AT5G07590	At5g07590	0	0	0	0	0	0
AT5G07600	Oleosin family protein	0	0	0	0	0	0
AT5G07620	Protein kinase family protein	0	0	0	1.6136393765	0	0
AT5G07630	Lipid transporter	0	0.307561357	0	0	0	0
AT5G07660	Structural maintenance of chromosomes protein 6A	0	0	0	0	0	-1.962016418
AT5G07670	AT5G07670 protein	0	0	0	0	0	0
AT5G07680	NAC4	-1.00817098475	0	0	0	0	0
AT5G07690	Transcription factor MYB29	-0.862341322666667	-0.821060796	0	0	0	-0.345753966166667
AT5G07710	Protein NEN1	0	0	0	0	0	0
AT5G07720	Probable xyloglucan 6-xylosyltransferase 3	0	0	0	0	0	0
AT5G07730	Putative uncharacterized protein At5g07730; MBK20.19	0	0	0	0	0	0
AT5G07740	actin binding	0	0.752638460818182	0	0	0	0.108761438636364
AT5G07760	formin homology 2 domain-containing protein / FH2 domain-containing protein	0	3.805869561	0	0	0	0
AT5G07800	Flavin-containing monooxygenase FMO GS-OX-like 9	0	0	0	0	0	0
AT5G07810	SNF2 domain-containing protein / helicase domain-containing protein / HNH endonuclease domain-containing protein	0	0	0	0	0	0
AT5G07820	Calmodulin-binding protein-like protein	0	0	0	0	0	0
AT5G07830	Heparanase-like protein 1	0	0	0	0	0	0
AT5G07860	HXXXD-type acyl-transferase family protein	0.640660236714286	1.30458566971429	0	1.20530881514286	0.317696733428571	1.07399337928571
AT5G07870	HXXXD-type acyl-transferase family protein	0	0	0	0	0	0
AT5G07880	SNAP25 homologous protein SNAP29	0	0	0	0	0	0
AT5G07890	AT5G07890 protein	0	0	0	0	0	0
AT5G07900	Mitochondrial transcription termination factor family protein	0	0	0	0	0	0
AT5G07910	Leucine-rich repeat-containing protein	0	0.3319354185	0	0	0	0
AT5G07920	Diacylglycerol kinase 1	0	0	0	0	0	0
AT5G07940	Putative uncharacterized protein	0	0.144774526625	0	0	0	0
AT5G07950	Putative uncharacterized protein	0	-0.5643015118	0	0	0	0
AT5G07960	Putative uncharacterized protein At5g07960	0	0	0	0	0	0
AT5G07970	Dentin sialophosphoprotein-like protein	0	0	0	0	0	0
AT5G07980	Dentin sialophosphoprotein-like protein	0	0	0	0	0	0
AT5G07990	Flavonoid 3'-monooxygenase	0	0	2.957561327	0	0	0
AT5G08000	glucan endo-1,3-beta-glucosidase-like protein 3	0	0	0	0	0	-0.875600941
AT5G08010	Putative uncharacterized protein F13G24.210	0	0	0	0	0	0
AT5G08020	Replication protein A 70 kDa DNA-binding subunit B	-0.215064649428571	0	0	0	0	0
AT5G08030	PLC-like phosphodiesterases superfamily protein	0	0	0	0	0	0
AT5G08050	Putative uncharacterized protein F13G24.250	-0.85735838	0	0	-0.780422742	0	-2.2435171895
AT5G08070	Transcription factor TCP17	0	0	0	0	0	0
AT5G08100	Isoaspartyl peptidase/L-asparaginase 1	-0.41388462675	0.19157495225	0	0	0	0
AT5G08110	nucleic acid binding;ATP-dependent helicases;ATP binding;helicases;ATP-dependent helicases	0	0	0	0	0	0
AT5G08120	MPB2C	0	0	0	0	0	0
AT5G08130	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	0	0	0	-0.254242321571429	0	-0.804144589142857
AT5G08139	Putative uncharacterized protein At5g08139	0	1.4986256225	0	0	0	0
AT5G08150	SOB5	0	0	0	0	0	0
AT5G08160	PK3	0	0	0	0	0	0
AT5G08170	Agmatine deiminase	0	1.4892918612	0	0	0	0
AT5G08180	H/ACA ribonucleoprotein complex subunit 2-like protein	0	-1.25796190433333	0	0	0	-0.482002859
AT5G08190	NF-YB12	0	0.378739214333333	0	0	0	0
AT5G08200	At5g08200	0	0.560880839857143	0	0	0	0
AT5G08230	Protein HUA2-LIKE 1	0	0.514413067	0	0	0	0
AT5G08260	Serine carboxypeptidase-like 35	0	0.3620845604	-0.4609235522	0	0	0.8576765912
AT5G08270	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G23200.1); Has 89 Blast hits to 86 proteins in 45 species: Archae - 0; Bacteria - 0; Metazoa - 27; Fungi - 0; Plants - 48; Viruses - 0; Other Eukaryotes - 14 (sour /.../BI BLink).	0	0	0	0	0	0
AT5G08280	Porphobilinogen deaminase, chloroplastic	0	-0.2618093075	0	-0.915060892166667	-0.136528639166667	-1.41200511066667
AT5G08290	Thioredoxin-like protein YLS8	0	0.470653358	0	0	0.40524195675	0
AT5G08300	Succinate--CoA ligase [ADP-forming] subunit alpha-1, mitochondrial	0.181691199833333	0.294511776833333	0	0.197083675333333	0	0.315829425833333
AT5G08305	Pentatricopeptide repeat-containing protein At5g08305	0	0	0	0	0	0
AT5G08310	Putative pentatricopeptide repeat-containing protein At5g08310, mitochondrial	0	0	0	0	0	0
AT5G08320	At5g08320	0	0	0	0	0	0
AT5G08330	Transcription factor TCP21	-0.777978177666667	-0.4584146785	0	-0.2433921445	0	-2.30423502966667
AT5G08335	Protein-S-isoprenylcysteine O-methyltransferase B	0	0	0	0	0	0
AT5G08340	FAD synthetase 2, chloroplastic	0	0	0	0	0	0
AT5G08370	Alpha-galactosidase 2	-0.3958879515	0	0	0	0	-1.52163043525
AT5G08380	Alpha-galactosidase 1	-0.02710184325	0.5653253275	0	1.13026330575	0	0.80954581075
AT5G08390	Katanin p80 WD40 repeat-containing subunit B1 homolog	-0.932049397333333	-0.374631757666667	0	0	0	-1.051842254
AT5G08391	Putative uncharacterized protein	0	0	0	0	0	0
AT5G08400	At5g08400/F8L15_130	0	-0.59008423325	0	0	0	0
AT5G08410	ferredoxin/thioredoxin reductase subunit A (variable subunit) 2	0	0	0	-0.739657794	-0.5244139765	-1.7179241125
AT5G08415	Lipoyl synthase, chloroplastic	0	-0.42751868	0	-0.30645406125	0	0
AT5G08420	KRR1 small subunit processome component	0	-0.211676323833333	0	0	0	0
AT5G08430	Uncharacterized protein At5g08430	0	0	0	0	0	0
AT5G08440	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unkno /.../tein (TAIR:AT5G23490.1); Has 141 Blast hits to 139 proteins in 35 species: Archae - 0; Bacteria - 9; Metazoa - 21; Fungi - 6; Plants - 94; Viruses - 0; Other Eukaryotes - 11 (source: NCBI BLink).	0	0	0	0	0	0
AT5G08450	Putative uncharacterized protein At5g08450	0	0	0	0	0	0
AT5G08460	GDSL esterase/lipase At5g08460	0	0	0	0	0	0
AT5G08470	Peroxisome biogenesis protein 1	0	0	0	0	0	0
AT5G08480	VQ motif-containing protein 31	0	0	0	0	0	-0.274552946333333
AT5G08490	Putative pentatricopeptide repeat-containing protein At5g08490	0	0	0	-0.461239375333333	0	0
AT5G08500	Cleft lip and palate associated transmembrane protein-like	0	0	0	0	0	0
AT5G08510	Pentatricopeptide repeat-containing protein At5g08510	0	0	0	0	0	0
AT5G08520	Transcription factor SRM1	0	0	0	-0.2397396984	0	0
AT5G08530	CI51	0	0.207562827142857	0	0	0	0.104661938
AT5G08540	Putative uncharacterized protein At5g08540	0	0	0	0	0	0
AT5G08550	Transcriptional repressor ILP1	0	0.476455952	0	0	0	0
AT5G08560	WD-repeat protein-like	0	0.38812816325	0	0	0	0.29399246275
AT5G08570	Pyruvate kinase	0	0	0	-0.24449112625	0	0
AT5G08580	EF-hand, calcium binding motif-containing protein	0	-0.296662659	0	0	0	0
AT5G08590	SRK2G	0	0	0	0	0	0
AT5G08610	DEAD-box ATP-dependent RNA helicase 26	0	-1.1066798175	0	0	0	-1.073828286
AT5G08620	DEAD-box ATP-dependent RNA helicase 25	0	0	0	0	0	0
AT5G08630	DDT domain-containing protein	0	-0.472520755	0	0	0	0
AT5G08640	Flavonol synthase/flavanone 3-hydroxylase	0	1.3697584325	3.0393367355	0	0	0
AT5G08650	Translation factor GUF1 homolog, chloroplastic	0	0	0	-0.5685763585	0	-0.69946419325
AT5G08660	Putative uncharacterized protein At5g08660	0.64540460125	0.3273325685	0.26274972425	0.4366456375	0	1.050389263
AT5G08670	ATP synthase alpha/beta family protein	0	0	0	0	0	0
AT5G08680	ATP synthase subunit beta-3, mitochondrial	0	0	0	0	0	0
AT5G08690	ATP synthase subunit beta-2, mitochondrial	0	-0.171810209666667	-0.134198352444444	0	0	0
AT5G08695	RNA-binding (RRM/RBD/RNP motifs) family protein	0	0	0	0	0	0
AT5G08710	RUG1	0	0	0	0	0	0
AT5G08720	At5g08720	0	0	0	0	0	0
AT5G08740	NAD(P)H dehydrogenase C1	0	0	0	-0.549419866	0	-0.597388583
AT5G08750	RING/FYVE/PHD zinc finger superfamily protein	0	0	0	0	0	0
AT5G08770	unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).	0	0	0	0	0	0
AT5G08780	At5g08780	0	0	0	0	0	0
AT5G08790	Protein ATAF2	3.44078677557143	3.68531248857143	0.729028609285714	2.29816100185714	0.909377957	2.15639935585714
AT5G09220	Amino acid permease 2	0	-0.7608080905	-0.51908526125	0	-1.06390050525	0
AT5G09225	Putative uncharacterized protein	0	0	0	0	0	0
AT5G09230	sirtuin 2	0	0	0	-0.691721969	0	0
AT5G09250	ssDNA-binding transcriptional regulator	0	-0.6970601945	0	0	0	0
AT5G09260	Vacuolar protein sorting-associated protein 20 homolog 2	0	0.439919393333333	0	0	0	0
AT5G09270	Putative uncharacterized protein	0	0	0	0	0	0
AT5G09280	Pectate lyase	0	0	0	0	0	0
AT5G09300	2-oxoisovalerate dehydrogenase subunit alpha 2, mitochondrial	0	0	0	0	0	0
AT5G09310	Probable gamma-secretase subunit PEN-2	0	0	0	0	0	0
AT5G09320	Vacuolar sorting protein 9 (VPS9) domain	0	0	0	0	0	0
AT5G09330	NAC domain-containing protein 82	0	0	0	1.16573381625	0	0
AT5G09360	Laccase-14	0	0	0	0	0	0
AT5G09380	Putative uncharacterized protein T5E8_180	0	0	0	0.830386993	0	0
AT5G09390	AT5g09390/T5E8_190	0	0	0	0	0	0
AT5G09400	Potassium transporter 7	0	0	0	0	0	0
AT5G09410	Calmodulin-binding transcription activator 1	0	0	0	0	0	0
AT5G09420	Outer envelope protein 64, mitochondrial	0	0	0	0	0	0
AT5G09430	Alpha/beta-Hydrolases superfamily protein	0	0	0	0	0	0
AT5G09440	EXL4	0	0	0.2102393664	0.552607439	0.4742602866	0
AT5G09460	Transcription factor bHLH143	0	-1.358761243	0	0	-0.489525073	0
AT5G09470	DIC3	0	0	0	0.567315323	0	0.564866262666667
AT5G09490	40S ribosomal protein S15-2	0	0	0	0	0	0
AT5G09500	40S ribosomal protein S15-3	0.41603305575	0.3042087055	0	0	0	0.62643219975
AT5G09530	PRP10	0	0.74643086	0	0	0	2.0435339125
AT5G09540	At5g09540	0	0	0	0	0	0
AT5G09550	Guanosine nucleotide diphosphate dissociation inhibitor At5g09550	0	0	0	0	0	0
AT5G09580	Putative uncharacterized protein	0	0	0	0	0	0
AT5G09590	Heat shock 70 kDa protein 10, mitochondrial	0.49599482	1.06801105775	0	0	0	0
AT5G09600	Succinate dehydrogenase subunit 3-2, mitochondrial	0	0	0	0	0	0
AT5G09620	Gb|AAD14519.1	0.780656078666667	1.001075758	0	0	0.434630515666667	1.41431591833333
AT5G09640	Serine carboxypeptidase-like 19	0	0	0	0	0	0
AT5G09650	PPa6	0	-0.20606838225	0	-0.264689850875	0	-0.192313494375
AT5G09660	Malate dehydrogenase	-1.3933277585	-1.00108461525	0	-1.91084227475	0	-2.19313097525
AT5G09670	At5g09670	0	0	0	0	0	0
AT5G09680	reduced lateral root formation	1.591759079	1.947427205	0	0	0	0
AT5G09690	magnesium transporter 7	0	0	0	0	0	0
AT5G09730	Beta-D-xylosidase 3	0	0	0	0	0	0
AT5G09740	Histone acetyltransferase	0	0	0	0	0	0
AT5G09750	Transcription factor HEC3	0	0	0	0	0	0
AT5G09760	Pectinesterase	-0.335609117	-0.1624085932	-0.7655759885	0	0	0
AT5G09770	At5g09770	0	0	0	0	0	0
AT5G09790	SDG15	0	0	0	0	0	0
AT5G09805	Protein IDA-LIKE 3	0	0	0	0	0	0
AT5G09810	AtACT7	0	-0.201331518125	0	0	0	0
AT5G09820	Probable plastid-lipid-associated protein 7, chloroplastic	0	-0.8458341605	0	0	0	0
AT5G09830	Protein BOLA2	0	0	0	0	0	0
AT5G09840	Emb|CAB71880.1	0	0	0	0	0	0
AT5G09850	Probable mediator of RNA polymerase II transcription subunit 26c	0	0	0	0	0	0
AT5G09860	THO complex subunit 1	0	0	0	0	0	0
AT5G09870	Cellulose synthase A catalytic subunit 5 [UDP-forming]	-2.3568880545	0	0	0	0	-1.8385042775
AT5G09880	Splicing factor, CC1-like	0	0	0	0	0	0
AT5G09890	Protein kinase family protein	0	0	0	0	0	0
AT5G09900	26S proteasome regulatory particle non-ATPase subunit 5A	0	0	0	0	0	0
AT5G09920	RPB15.9.9	0.232220047	0	0	0	0	0
AT5G09930	ABC transporter F family member 2	2.026738533	2.7551511355	0.797512117	0	1.117416774	2.482375623
AT5G09940	Gb|AAD24366.1	0	0	0	0	0	0
AT5G09950	Putative pentatricopeptide repeat-containing protein At5g09950	0	0	0	0	0	0
AT5G09960	At5g09960	0.495393415333333	0.588023011666667	0.639732182333333	0	0	1.17772267233333
AT5G09970	Cytochrome P450 78A7	0	0	0	0	0	0
AT5G09995	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G08530.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Euk /.../s - 9610 (source: NCBI BLink).	0	-0.5991438895	0	0	0	0
AT5G10010	At5g10010	0.299483361	0	0	0	0	0
AT5G10020	Leucine-rich repeat receptor-like protein kinase	-0.2708036896	-0.1855803102	0	0	0	0
AT5G10030	At5g10030	0	-0.69978276325	-0.59939682975	-0.280929136	0	-0.36244693725
AT5G10050	At5g10050	-3.02248477575	0.2738792625	0	0	0	0.2769551875
AT5G10060	At5g10060	0	0	0	0	0	0
AT5G10070	Probable ribosome biogenesis protein At5g10070	0	0	0	0	0	0
AT5G10080	Aspartic proteinase-like protein 1	0	0	0	0	0	0
AT5G10090	CC-tetratricopeptide repeat protein	0	0	0	0	0	0
AT5G10120	Putative ETHYLENE INSENSITIVE 3-like 4 protein	1.88540377375	1.7563267845	0	0	0	0
AT5G10130	Protein DOWNSTREAM OF FLC	-1.1497599282	2.2436704236	-0.7375002968	0	0	0
AT5G10140	At5g10140	0	0	0	0	0	0
AT5G10150	Protein UPSTREAM OF FLC	0	1.317961474	0	-1.623325482	0	-2.5918378235
AT5G10160	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase-like protein	0	-0.85581973625	0	-0.2190816805	0	0
AT5G10170	Probable inositol 3-phosphate synthase isozyme 3	-0.6125268675	0	0	0	0	0
AT5G10180	Sulfate transporter 2.1	0	0	0	-0.382927877571429	0	-0.123291224428571
AT5G10190	Major facilitator protein	0	0	0	2.008462914	0	0
AT5G10200	ARM-repeat/tetratricopeptide repeat-like protein	0	0	0	-0.9906112325	0	0
AT5G10210	At5g10210	0	0.7105309835	0	-1.477411976	0	0
AT5G10220	Annexin D6	0	0	0	0	0	0
AT5G10230	Annexin D7	0	0	0	0	0	0
AT5G10240	Asparagine synthetase [glutamine-hydrolyzing] 3	0	-0.733065474	0	0	-0.5510048655	-1.0389598325
AT5G10250	Phototropic-responsive NPH3 family protein	0	0	0	-1.4394794355	0	-3.613266383
AT5G10260	Ras-related protein RABH1e	0	0.563345247666667	0	0	0	0
AT5G10270	CDKC	0	0	0	0	0	0
AT5G10280	MYB transcription factor	0	-0.795284770166667	0	0	0	0
AT5G10290	Probable LRR receptor-like serine/threonine-protein kinase At5g10290	0	0	0	0	0	0
AT5G10300	Alpha-hydroxynitrile lyase	0	0	0	0	0	0
AT5G10320	unknown protein; Has 54 Blast hits to 53 proteins in 19 species: Archae - 0; Bacteria - 4; Metazoa - 0; Fungi - 0; Plants - 50; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	0	0	0	0	0	0
AT5G10340	F-box protein At5g10340	0	0	0	0	0	0
AT5G10360	40S ribosomal protein S6	0	-0.747680901833333	0	0	-0.277170421333333	-0.266468671833333
AT5G10370	ATP-dependent RNA helicase DEAH12, chloroplastic	0	-0.2837363465	0	0	0	0
AT5G10390	Histone H3	-0.2870598385	-0.792412467833333	0	0	-0.564416819166667	-1.84042525916667
AT5G10400	Histone H3	-1.0523041115	-0.57016876375	0	0	-0.2691572385	-2.1563382665
AT5G10440	Cyclin-D4-2	0	0	0	0	0	0
AT5G10450	G-box regulating factor 6	0.7902258594	0.1256601454	0	0	0	-0.808854298
AT5G10460	At5g10460	0	0	0	0	0	0
AT5G10470	kinesin like protein for actin based chloroplast movement 1	0	0	0	0	0	0
AT5G10480	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase	0	-0.2632304365	0	-0.32825210575	-0.273907105	-0.88941598675
AT5G10490	Mechanosensitive ion channel protein 2, chloroplastic	0.779526343	1.28311489925	0.377973745	0	0	0
AT5G10500	Protein NETWORKED 2C	0	0	0	0	0	0
AT5G10510	AP2-like ethylene-responsive transcription factor AIL6	0.495616345857143	0.198442849857143	0	0	0	0
AT5G10520	RBK1	0.665805032	0.90630396875	0	1.37590121175	0	0
AT5G10530	L-type lectin-domain containing receptor kinase IX.1	0	0	0	0	0	0
AT5G10540	Probable cytosolic oligopeptidase A	0	0	0	0	0	0
AT5G10550	Transcription factor GTE2	0	-0.1806840534	0	0	0	0
AT5G10560	Probable beta-D-xylosidase 6	-0.7998011745	0	0	0	0	0
AT5G10570	Transcription factor bHLH61	0	0	0	0	0	0
AT5G10580	Protein of unknown function, DUF599	-2.0490114415	-0.21113953625	-2.322194052	0	0	0
AT5G10610	Cytochrome P450, family 81, subfamily K, polypeptide 1	0	0.1630508	0	0	0	0
AT5G10620	Putative RNA methyltransferase At5g10620	0	0	0	0	0	0
AT5G10625	Flowering-promoting factor 1-like protein 2	0	0.9025929414	0	0.393824776	0	0
AT5G10630	Translation elongation factor EF1A/initiation factor IF2gamma family protein	0	0	0	0	0	0
AT5G10650	At5g10650	0	0.741897603555556	0	0.317027477555556	0	0.852213155888889
AT5G10660	Calmodulin-binding protein-like protein	0	0.614766206666667	0	0	0	0.567590417166667
AT5G10690	Pentatricopeptide repeat-containing protein At5g10690	0	0	0	0	0	-1.4685262715
AT5G10695	Putative uncharacterized protein At5g10695	2.338171576	2.652725327	2.376535744	0	0	3.125531669
AT5G10700	Peptidyl-tRNA hydrolase II (PTH2) family protein	0	0	0	0	0	0
AT5G10710	Centromere protein O	0	0	0	0	0	0
AT5G10720	Histidine kinase 5	0	0	0	0	0	0
AT5G10730	AT5g10730/MAJ23_90	0	0	0	0	0	0.58759988675
AT5G10740	Probable protein phosphatase 2C 69	0	0.2670944746	0	0	-0.5725691416	0.4665281196
AT5G10760	Aspartyl protease AED1	0	0	0	0	0	0
AT5G10770	Aspartyl protease family protein At5g10770	-0.251723241166667	0	0	-0.238412726666667	0.7065614025	-0.311483510833333
AT5G10780	CONTAINS InterPro DOMAIN/s: Uncharacterised conserved protein UCP017207, transmembrane protein 85 (InterPro:IPR016687), Protein of unknown function DUF1077 (InterPro:IPR009445); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bac /.../- 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).	0.4201964102	0.3670688128	0	0	0	0
AT5G10790	Ubiquitinyl hydrolase 1	0	0	0	0	0	0
AT5G10810	Enhancer of rudimentary homolog	0	0	0	0	0	0
AT5G10820	Probable folate-biopterin transporter 6	0.851706427	0.9848551	0	0	0	0
AT5G10840	Transmembrane 9 superfamily member 8	-0.332825043875	-0.265276919	0	0	0	-0.11558317525
AT5G10860	CBSX3	0	-0.21234054275	-0.803444593	-0.63867156475	0.47143896425	0
AT5G10870	Chorismate mutase 2	0	0	0	1.147095826	0	0
AT5G10880	Putative uncharacterized protein T30N20_150	0	0	0	0	0	0
AT5G10890	myosin heavy chain-related	0	0	0	0	0	0
AT5G10900	Calcineurin-like metallo-phosphoesterase superfamily protein	0	0	0	0	0	0
AT5G10910	AT5g10910/T30N20_180	0	-0.747750474	0	0	0	0
AT5G10920	Argininosuccinate lyase, chloroplastic	0	-0.545826502	0	0	0	0
AT5G10930	CBL-interacting serine/threonine-protein kinase 5	0	-1.399687542	-1.645827305	0	0	0
AT5G10940	Putative uncharacterized protein At5g10940	0.750429369	0.762672511	0	1.377726931	0	1.223650795
AT5G10960	Probable CCR4-associated factor 1 homolog 10	0.362793285333333	0.333706362	0	0	0	0
AT5G10970	C2H2 and C2HC zinc finger-containing protein	0	0	0	0	0	0
AT5G10980	Histone H3.3	0.5668290134	0.4837160772	0.1751752128	0	0	-0.4069657498
AT5G10990	At5g10990	0	0	0	0	0	0
AT5G11000	AT5g11000/T30N20_270	0	0	0	0	0	0
AT5G11020	Protein kinase superfamily protein	0	0	0	0	0	0
AT5G11030	Aberrant root formation protein 4	0	0	0	0	0	0
AT5G11040	Trafficking protein particle complex II-specific subunit 120 homolog	0	0	0	0	0	0
AT5G11050	MYB DNA-binding-like protein	0	0	0	0	0	0
AT5G11060	Homeobox protein knotted-1-like 4	0	0	0	0	0	0
AT5G11110	Glycosyltransferase	0	0.666828576	0	0	0	1.2160825046
AT5G11130	Probable glycosyltransferase At5g11130	0	0	0	0	0	0
AT5G11140	Phospholipase-like (PEARLI 4) family protein	5.436944388	3.272240814	0	0	0	0
AT5G11150	vesicle-associated membrane protein 713	0	0	0	0	0	0
AT5G11160	APT5	0	-1.45834963425	0	0	0	0
AT5G11170	DEAD-box ATP-dependent RNA helicase 15	0	-0.246994787666667	0	0	0	0
AT5G11180	Glutamate receptor 2.6	-4.118877823	0	0	0	0	0
AT5G11190	Ethylene-responsive transcription factor SHINE 2	0	0	0	0	0	0
AT5G11200	DEAD-box ATP-dependent RNA helicase 56	0	-0.2446840874	0	0	-0.0903390632	0
AT5G11210	Glutamate receptor 2.5	0	2.04470104	0	0	0	2.2585666145
AT5G11230	Probable sugar phosphate/phosphate translocator At5g11230	0	0	-0.43277384375	0	0	1.24569790625
AT5G11240	At5g11240	0	-0.2506884235	0	0	0	0
AT5G11250	RPP1 disease resistance protein-like	0.112291910526316	0.443114382	0.171211155578947	0.212734580947368	0	0.501162970578947
AT5G11260	Basic-leucine zipper (bZIP) transcription factor family protein	0	0	0	0	0	0
AT5G11270	OCP3	0	0	0	0	0	0
AT5G11280	Putative uncharacterized protein At5g11280	-0.326736685	0	0	0	0	0
AT5G11290	Putative uncharacterized protein F2I11_180	0	0	0	0	0	0
AT5G11300	Cyclin-A2-2	0	0	0	0	0	0
AT5G11310	Pentatricopeptide repeat-containing protein At5g11310, mitochondrial	0	0	0	0	0	0
AT5G11320	YUC4	0	1.00463176325	0	0	0	0
AT5G11330	At5g11330	0	0	0	0	0	0
AT5G11340	At5g11340	0	0	0	0	0	0
AT5G11350	DNAse I-like superfamily protein	0	-0.4385647375	0	0	0	0
AT5G11380	1-D-deoxyxylulose 5-phosphate synthase-like protein	0	0	0	0	0	0
AT5G11390	WPP domain-interacting tail-anchored protein 1	0	0	0	0	0	0
AT5G11400	Protein kinase superfamily protein	0	0	0	0	0	0
AT5G11410	Protein kinase family protein	0	0	0	0	0	0
AT5G11420	Putative uncharacterized protein At5g11420	-1.79999536	-0.480757331333333	0	-0.980124817333333	0	-2.26537466266667
AT5G11430	SPOC domain / transcription elongation factor S-II protein	0	1.0062281595	0	0	0	0
AT5G11440	Polyadenylate-binding protein-interacting protein 5	0	0	0	0	0	0
AT5G11450	PPD5	0	0	0	-1.2008217365	0	-1.357292127
AT5G11470	bromo-adjacent homology (BAH) domain-containing protein	0	0	0	0	0	0
AT5G11480	AT5g11480/F15N18_70	0	-0.951792541	0	-0.36712711675	-0.44799915	-0.30594097925
AT5G11490	Beta-adaptin-like protein	0	0	0	0	0	0
AT5G11500	Putative uncharacterized protein At5g11500	0	0	0	0.1654443432	0	0
AT5G11510	Transcription factor MYB3R-4	0	-0.42351274175	0	0	0	0
AT5G11520	Aspartate aminotransferase	1.497642289	2.497567155	1.23733972666667	0	1.451312214	2.528992451
AT5G11530	Protein EMBRYONIC FLOWER 1	0	0	0	0	0	0
AT5G11540	L-gulonolactone oxidase 3	0	0	0	0	0	0
AT5G11550	Putative uncharacterized protein At5g11550	-0.3525888908	-0.4101262002	0	0	0	-0.4429374656
AT5G11560	PQQ_DH domain-containing protein	0	0	0	0	0.226679698	0
AT5G11570	Protein NRT1/ PTR FAMILY 1.3	0	0	0	0	0	0
AT5G11580	AT5g11580/F15N18_170	0	0	0	0	0	0
AT5G11590	Dehydration-responsive element-binding protein 3	0	0	0	0	0	0
